DR_NO,Date Rptd,DATE OCC,TIME OCC
,02/25/2020 12:00:00 AM,01/01/2020 12:00:00 AM,5.0
201306906.0,02/21/2020 12:00:00 AM,02/01/2020 12:00:00 AM,2020.0
201221934.0,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,
200713899.0,,09/08/2020 12:00:00 AM,1000.0
,01/12/2020 12:00:00 AM,01/12/2020 12:00:00 AM,800.0
200615751.0,09/22/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1200.0
,04/20/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1800.0
201014839.0,11/07/2020 12:00:00 AM,11/06/2020 12:00:00 AM,1600.0
200508910.0,,,2220.0
,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1200.0
200216273.0,10/17/2020 12:00:00 AM,10/15/2020 12:00:00 AM,
201212051.0,05/03/2020 12:00:00 AM,,
200115260.0,,,1930.0
200616952.0,10/20/2020 12:00:00 AM,,1822.0
200904356.0,01/08/2020 12:00:00 AM,,1230.0
201113402.0,09/08/2020 12:00:00 AM,,2100.0
200119932.0,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1400.0
200411313.0,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,30.0
200714471.0,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1800.0
,07/18/2020 12:00:00 AM,,
201306010.0,02/05/2020 12:00:00 AM,,2130.0
200815693.0,10/26/2020 12:00:00 AM,,
,03/16/2020 12:00:00 AM,03/13/2020 12:00:00 AM,
,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,2000.0
,09/02/2020 12:00:00 AM,08/31/2020 12:00:00 AM,
200407133.0,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,1635.0
200610158.0,,05/09/2020 12:00:00 AM,1500.0
200807513.0,03/19/2020 12:00:00 AM,,630.0
200715428.0,,10/15/2020 12:00:00 AM,1600.0
200913797.0,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,900.0
,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1620.0
,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1430.0
200506148.0,02/20/2020 12:00:00 AM,02/14/2020 12:00:00 AM,
200808721.0,,04/24/2020 12:00:00 AM,
,,08/03/2020 12:00:00 AM,600.0
200914912.0,09/19/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1130.0
,,06/01/2020 12:00:00 AM,1100.0
200504908.0,,01/20/2020 12:00:00 AM,1900.0
201224886.0,11/14/2020 12:00:00 AM,11/14/2020 12:00:00 AM,
,,03/23/2020 12:00:00 AM,
200308799.0,,02/18/2020 12:00:00 AM,
201000756.0,07/03/2020 12:00:00 AM,,
200116260.0,08/11/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1800.0
200907973.0,03/30/2020 12:00:00 AM,,1500.0
,,01/12/2020 12:00:00 AM,230.0
200912042.0,07/06/2020 12:00:00 AM,07/03/2020 12:00:00 AM,
,10/24/2020 12:00:00 AM,,125.0
201116388.0,12/07/2020 12:00:00 AM,,1600.0
200311470.0,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,300.0
201305984.0,,02/04/2020 12:00:00 AM,700.0
,11/12/2020 12:00:00 AM,11/12/2020 12:00:00 AM,2035.0
200107141.0,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,
200317406.0,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,
201005219.0,,01/29/2020 12:00:00 AM,
,06/22/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1645.0
200909208.0,,,129.0
200916986.0,11/08/2020 12:00:00 AM,11/08/2020 12:00:00 AM,
200113681.0,06/19/2020 12:00:00 AM,06/19/2020 12:00:00 AM,2245.0
200705771.0,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,750.0
,03/17/2020 12:00:00 AM,03/16/2020 12:00:00 AM,1630.0
200609143.0,04/16/2020 12:00:00 AM,,1700.0
,03/26/2020 12:00:00 AM,03/26/2020 12:00:00 AM,
200504790.0,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,45.0
,12/24/2020 12:00:00 AM,,515.0
,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,114.0
200121832.0,12/01/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1654.0
200120528.0,11/04/2020 12:00:00 AM,,
200911248.0,06/19/2020 12:00:00 AM,,1700.0
200211927.0,06/29/2020 12:00:00 AM,06/27/2020 12:00:00 AM,2100.0
201109765.0,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,1820.0
,03/06/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1051.0
200320365.0,11/14/2020 12:00:00 AM,,1600.0
200314163.0,,07/13/2020 12:00:00 AM,
,12/17/2020 12:00:00 AM,,
200415922.0,,12/13/2020 12:00:00 AM,1230.0
200809584.0,05/18/2020 12:00:00 AM,05/16/2020 12:00:00 AM,
200415881.0,,12/06/2020 12:00:00 AM,
200306057.0,02/04/2020 12:00:00 AM,01/29/2020 12:00:00 AM,
,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,330.0
201008299.0,04/23/2020 12:00:00 AM,04/22/2020 12:00:00 AM,2030.0
201006239.0,02/20/2020 12:00:00 AM,02/06/2020 12:00:00 AM,140.0
,,02/11/2020 12:00:00 AM,2345.0
,07/15/2020 12:00:00 AM,,1335.0
,10/13/2020 12:00:00 AM,10/12/2020 12:00:00 AM,30.0
200615848.0,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,
200108684.0,03/07/2020 12:00:00 AM,03/06/2020 12:00:00 AM,
,,07/11/2020 12:00:00 AM,2030.0
,01/26/2020 12:00:00 AM,,100.0
200213988.0,08/20/2020 12:00:00 AM,06/12/2020 12:00:00 AM,
200605490.0,02/01/2020 12:00:00 AM,01/22/2020 12:00:00 AM,1130.0
200812585.0,,07/30/2020 12:00:00 AM,
200206308.0,,,1.0
,02/03/2020 12:00:00 AM,01/22/2020 12:00:00 AM,2000.0
200121708.0,11/30/2020 12:00:00 AM,,1.0
,01/04/2020 12:00:00 AM,,300.0
200206467.0,02/18/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1500.0
,10/15/2020 12:00:00 AM,09/01/2020 12:00:00 AM,5.0
,05/21/2020 12:00:00 AM,,1215.0
200408032.0,,04/18/2020 12:00:00 AM,2000.0
201112177.0,08/04/2020 12:00:00 AM,07/05/2020 12:00:00 AM,1600.0
200706723.0,02/27/2020 12:00:00 AM,02/24/2020 12:00:00 AM,1700.0
201207077.0,02/13/2020 12:00:00 AM,,
200208905.0,04/13/2020 12:00:00 AM,,2130.0
200212166.0,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,
200815826.0,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,2100.0
,05/28/2020 12:00:00 AM,05/27/2020 12:00:00 AM,2150.0
200110753.0,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,1000.0
200313559.0,07/03/2020 12:00:00 AM,,
201307614.0,03/05/2020 12:00:00 AM,03/04/2020 12:00:00 AM,1830.0
200513128.0,08/19/2020 12:00:00 AM,,2200.0
,,,
201105445.0,02/03/2020 12:00:00 AM,02/02/2020 12:00:00 AM,2250.0
200608241.0,03/22/2020 12:00:00 AM,,1000.0
200910359.0,06/10/2020 12:00:00 AM,06/01/2020 12:00:00 AM,1945.0
200409708.0,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1515.0
,03/23/2020 12:00:00 AM,03/20/2020 12:00:00 AM,
200614047.0,,07/27/2020 12:00:00 AM,800.0
,08/17/2020 12:00:00 AM,,2000.0
200213861.0,08/17/2020 12:00:00 AM,08/15/2020 12:00:00 AM,100.0
200910997.0,06/13/2020 12:00:00 AM,,1100.0
200611517.0,06/17/2020 12:00:00 AM,,1615.0
201005387.0,,02/02/2020 12:00:00 AM,2030.0
200318723.0,10/11/2020 12:00:00 AM,10/10/2020 12:00:00 AM,900.0
,09/28/2020 12:00:00 AM,09/28/2020 12:00:00 AM,
,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2025.0
201011345.0,07/26/2020 12:00:00 AM,,2345.0
200308807.0,03/19/2020 12:00:00 AM,,2320.0
200908339.0,04/10/2020 12:00:00 AM,,1305.0
200513150.0,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1040.0
,06/22/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1800.0
201110120.0,,06/04/2020 12:00:00 AM,830.0
200511978.0,07/16/2020 12:00:00 AM,,1133.0
201301120.0,,,1700.0
,04/05/2020 12:00:00 AM,04/05/2020 12:00:00 AM,1300.0
200517426.0,,,
201307106.0,02/25/2020 12:00:00 AM,,1240.0
,,01/17/2020 12:00:00 AM,
,07/29/2020 12:00:00 AM,07/29/2020 12:00:00 AM,
200300687.0,,05/25/2020 12:00:00 AM,2312.0
201106249.0,02/20/2020 12:00:00 AM,02/18/2020 12:00:00 AM,
200805987.0,02/13/2020 12:00:00 AM,,1330.0
200408049.0,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1345.0
,07/08/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1730.0
200700698.0,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,1435.0
,04/13/2020 12:00:00 AM,,
201012325.0,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,330.0
200715795.0,11/09/2020 12:00:00 AM,11/08/2020 12:00:00 AM,1800.0
200506642.0,,,
,12/22/2020 12:00:00 AM,12/18/2020 12:00:00 AM,
201115661.0,11/12/2020 12:00:00 AM,10/24/2020 12:00:00 AM,
,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,1700.0
201013780.0,10/06/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1300.0
,03/11/2020 12:00:00 AM,03/10/2020 12:00:00 AM,
,03/08/2020 12:00:00 AM,03/05/2020 12:00:00 AM,900.0
200514173.0,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,1000.0
201009111.0,05/18/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1200.0
200315439.0,08/08/2020 12:00:00 AM,08/08/2020 12:00:00 AM,1750.0
,,06/22/2020 12:00:00 AM,1500.0
200910540.0,,06/03/2020 12:00:00 AM,1600.0
,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,
201224955.0,,,
200609581.0,04/27/2020 12:00:00 AM,04/26/2020 12:00:00 AM,
200206587.0,02/20/2020 12:00:00 AM,01/21/2020 12:00:00 AM,
200118940.0,,,1000.0
201219575.0,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,
200313884.0,,,500.0
,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1700.0
200515619.0,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,1700.0
200405025.0,01/27/2020 12:00:00 AM,01/06/2020 12:00:00 AM,700.0
200717098.0,12/14/2020 12:00:00 AM,12/14/2020 12:00:00 AM,1930.0
200217739.0,11/22/2020 12:00:00 AM,11/22/2020 12:00:00 AM,2115.0
201224237.0,,09/09/2020 12:00:00 AM,900.0
201214650.0,06/13/2020 12:00:00 AM,,1340.0
201206426.0,02/04/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1800.0
201307392.0,03/01/2020 12:00:00 AM,03/01/2020 12:00:00 AM,
,,08/05/2020 12:00:00 AM,
,11/09/2020 12:00:00 AM,11/03/2020 12:00:00 AM,
201221806.0,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,1940.0
,12/23/2020 12:00:00 AM,12/23/2020 12:00:00 AM,
200209990.0,05/09/2020 12:00:00 AM,,
,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,217.0
201108926.0,05/01/2020 12:00:00 AM,,100.0
200912923.0,,,1845.0
200404382.0,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2030.0
,,12/09/2020 12:00:00 AM,1146.0
201309580.0,04/17/2020 12:00:00 AM,04/17/2020 12:00:00 AM,2200.0
,11/08/2020 12:00:00 AM,11/07/2020 12:00:00 AM,30.0
200209070.0,,,1330.0
,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,600.0
,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,
200321167.0,12/02/2020 12:00:00 AM,,
200619696.0,12/26/2020 12:00:00 AM,12/25/2020 12:00:00 AM,200.0
200317510.0,09/18/2020 12:00:00 AM,,500.0
200710156.0,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1600.0
,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,500.0
,,,335.0
201224604.0,11/16/2020 12:00:00 AM,,2310.0
201210382.0,,04/04/2020 12:00:00 AM,
,12/19/2020 12:00:00 AM,10/05/2020 12:00:00 AM,1800.0
201222859.0,10/18/2020 12:00:00 AM,,
,,,
200314997.0,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1015.0
,10/23/2020 12:00:00 AM,10/23/2020 12:00:00 AM,125.0
,08/10/2020 12:00:00 AM,,1600.0
200813598.0,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,130.0
201216414.0,07/12/2020 12:00:00 AM,,400.0
,09/01/2020 12:00:00 AM,08/31/2020 12:00:00 AM,2200.0
200410602.0,07/09/2020 12:00:00 AM,07/08/2020 12:00:00 AM,
200310632.0,04/30/2020 12:00:00 AM,,
200913984.0,,,
200415357.0,11/28/2020 12:00:00 AM,11/28/2020 12:00:00 AM,1930.0
200709226.0,05/13/2020 12:00:00 AM,05/12/2020 12:00:00 AM,1800.0
,,,
201204114.0,,01/02/2020 12:00:00 AM,1300.0
200912246.0,07/12/2020 12:00:00 AM,,50.0
200315273.0,,,2050.0
200304521.0,01/09/2020 12:00:00 AM,,620.0
200217141.0,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,
,,02/29/2020 12:00:00 AM,1240.0
200616966.0,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,
,03/18/2020 12:00:00 AM,,2040.0
201218965.0,,08/19/2020 12:00:00 AM,1000.0
200208294.0,,03/27/2020 12:00:00 AM,
201113245.0,,09/03/2020 12:00:00 AM,2210.0
200118481.0,09/25/2020 12:00:00 AM,09/23/2020 12:00:00 AM,
200804914.0,01/21/2020 12:00:00 AM,01/21/2020 12:00:00 AM,
201115825.0,11/17/2020 12:00:00 AM,,
200809400.0,05/14/2020 12:00:00 AM,05/08/2020 12:00:00 AM,1700.0
200909459.0,,05/07/2020 12:00:00 AM,
,09/12/2020 12:00:00 AM,09/05/2020 12:00:00 AM,1200.0
200413100.0,,09/23/2020 12:00:00 AM,2300.0
200207060.0,02/29/2020 12:00:00 AM,02/29/2020 12:00:00 AM,1700.0
,02/02/2020 12:00:00 AM,02/02/2020 12:00:00 AM,1145.0
200411139.0,,07/23/2020 12:00:00 AM,
,,08/02/2020 12:00:00 AM,1700.0
,05/25/2020 12:00:00 AM,,1530.0
200600675.0,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,900.0
,,11/03/2020 12:00:00 AM,2030.0
201217548.0,,07/30/2020 12:00:00 AM,
201015910.0,12/09/2020 12:00:00 AM,12/08/2020 12:00:00 AM,1200.0
200905377.0,02/01/2020 12:00:00 AM,02/01/2020 12:00:00 AM,
201011173.0,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,2000.0
200313844.0,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,
200606350.0,02/14/2020 12:00:00 AM,02/14/2020 12:00:00 AM,
,05/21/2020 12:00:00 AM,,1.0
201007606.0,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1900.0
200511985.0,07/18/2020 12:00:00 AM,07/17/2020 12:00:00 AM,
,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1200.0
201222522.0,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,
201110448.0,,,
200315749.0,08/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,1300.0
200408252.0,04/27/2020 12:00:00 AM,04/27/2020 12:00:00 AM,830.0
200106063.0,,,1430.0
201004513.0,01/13/2020 12:00:00 AM,01/13/2020 12:00:00 AM,1300.0
201224980.0,,,1730.0
201224925.0,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1955.0
200506915.0,03/08/2020 12:00:00 AM,03/08/2020 12:00:00 AM,
200512267.0,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,2215.0
200812724.0,08/06/2020 12:00:00 AM,08/03/2020 12:00:00 AM,1800.0
,03/26/2020 12:00:00 AM,,910.0
200912389.0,07/15/2020 12:00:00 AM,,
,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1745.0
200911488.0,,,
200614115.0,08/18/2020 12:00:00 AM,08/17/2020 12:00:00 AM,1845.0
,07/12/2020 12:00:00 AM,07/12/2020 12:00:00 AM,
,10/05/2020 12:00:00 AM,,1220.0
201222729.0,10/16/2020 12:00:00 AM,,1445.0
201215231.0,06/23/2020 12:00:00 AM,,
,06/26/2020 12:00:00 AM,,
200809597.0,05/18/2020 12:00:00 AM,,820.0
,,04/21/2020 12:00:00 AM,
200110947.0,04/25/2020 12:00:00 AM,,1945.0
200406481.0,03/03/2020 12:00:00 AM,03/01/2020 12:00:00 AM,2355.0
201221892.0,,10/02/2020 12:00:00 AM,
200116299.0,,08/11/2020 12:00:00 AM,
200804211.0,01/05/2020 12:00:00 AM,01/05/2020 12:00:00 AM,30.0
200908931.0,04/26/2020 12:00:00 AM,04/08/2020 12:00:00 AM,5.0
,,05/23/2020 12:00:00 AM,
200112809.0,06/03/2020 12:00:00 AM,,705.0
,,12/12/2020 12:00:00 AM,
201111362.0,07/13/2020 12:00:00 AM,07/12/2020 12:00:00 AM,610.0
200112067.0,,05/23/2020 12:00:00 AM,
201100567.0,03/06/2020 12:00:00 AM,,
200105870.0,,,1000.0
,,,1530.0
200805572.0,02/05/2020 12:00:00 AM,02/04/2020 12:00:00 AM,
,04/12/2020 12:00:00 AM,,200.0
200306513.0,,02/09/2020 12:00:00 AM,1500.0
200917153.0,,11/12/2020 12:00:00 AM,
200321548.0,,12/11/2020 12:00:00 AM,120.0
200610848.0,06/01/2020 12:00:00 AM,,330.0
200115619.0,07/30/2020 12:00:00 AM,,
200810210.0,06/02/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1820.0
200312188.0,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,215.0
200713851.0,,,
,03/22/2020 12:00:00 AM,,
201308612.0,03/24/2020 12:00:00 AM,03/24/2020 12:00:00 AM,530.0
200905764.0,,02/09/2020 12:00:00 AM,330.0
201100761.0,,,
,06/10/2020 12:00:00 AM,,600.0
200217196.0,,,1736.0
200908168.0,,04/04/2020 12:00:00 AM,1700.0
200618089.0,11/16/2020 12:00:00 AM,11/15/2020 12:00:00 AM,
200914466.0,,07/26/2020 12:00:00 AM,1800.0
200413365.0,10/02/2020 12:00:00 AM,10/01/2020 12:00:00 AM,
,01/30/2020 12:00:00 AM,01/30/2020 12:00:00 AM,1600.0
201209090.0,03/13/2020 12:00:00 AM,03/09/2020 12:00:00 AM,
200514279.0,,09/16/2020 12:00:00 AM,1920.0
201110887.0,06/27/2020 12:00:00 AM,06/26/2020 12:00:00 AM,2350.0
,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,
201112231.0,08/06/2020 12:00:00 AM,,2300.0
201106558.0,,02/20/2020 12:00:00 AM,1130.0
,05/14/2020 12:00:00 AM,05/14/2020 12:00:00 AM,515.0
200516794.0,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,
200606618.0,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,
,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,130.0
200109510.0,03/21/2020 12:00:00 AM,,1825.0
200107959.0,02/27/2020 12:00:00 AM,,200.0
200906621.0,,02/26/2020 12:00:00 AM,2200.0
,04/18/2020 12:00:00 AM,04/18/2020 12:00:00 AM,
201223728.0,11/01/2020 12:00:00 AM,11/01/2020 12:00:00 AM,930.0
201218891.0,08/19/2020 12:00:00 AM,08/19/2020 12:00:00 AM,1830.0
200122637.0,12/21/2020 12:00:00 AM,,1800.0
201112497.0,08/14/2020 12:00:00 AM,07/03/2020 12:00:00 AM,
,04/21/2020 12:00:00 AM,,1700.0
200516522.0,11/12/2020 12:00:00 AM,11/11/2020 12:00:00 AM,2000.0
201307148.0,02/24/2020 12:00:00 AM,02/18/2020 12:00:00 AM,2312.0
,11/13/2020 12:00:00 AM,,1520.0
201219203.0,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,720.0
201224745.0,,11/18/2020 12:00:00 AM,
201014102.0,,10/15/2020 12:00:00 AM,
,03/28/2020 12:00:00 AM,03/26/2020 12:00:00 AM,2000.0
200506435.0,02/26/2020 12:00:00 AM,02/26/2020 12:00:00 AM,
200615388.0,09/14/2020 12:00:00 AM,09/10/2020 12:00:00 AM,815.0
,01/15/2020 12:00:00 AM,,930.0
,,09/05/2020 12:00:00 AM,
200912078.0,,07/07/2020 12:00:00 AM,
,06/10/2020 12:00:00 AM,06/07/2020 12:00:00 AM,1700.0
200121257.0,11/19/2020 12:00:00 AM,11/19/2020 12:00:00 AM,950.0
200611528.0,06/18/2020 12:00:00 AM,,
200617388.0,10/30/2020 12:00:00 AM,10/30/2020 12:00:00 AM,
200715682.0,,11/02/2020 12:00:00 AM,1700.0
201010018.0,06/15/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1230.0
201108643.0,,04/23/2020 12:00:00 AM,100.0
200120997.0,11/13/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1744.0
201206687.0,02/07/2020 12:00:00 AM,,1.0
,09/22/2020 12:00:00 AM,,
200915067.0,09/24/2020 12:00:00 AM,,2000.0
,10/06/2020 12:00:00 AM,05/19/2020 12:00:00 AM,2230.0
200909146.0,04/30/2020 12:00:00 AM,04/29/2020 12:00:00 AM,
201307195.0,,02/25/2020 12:00:00 AM,
200319508.0,10/28/2020 12:00:00 AM,,1115.0
201204507.0,01/07/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1623.0
200712861.0,08/17/2020 12:00:00 AM,,1100.0
,05/07/2020 12:00:00 AM,05/07/2020 12:00:00 AM,1400.0
200415648.0,,12/05/2020 12:00:00 AM,1100.0
,,,1000.0
,03/30/2020 12:00:00 AM,03/30/2020 12:00:00 AM,1000.0
,,04/15/2020 12:00:00 AM,1300.0
,10/14/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1830.0
200401052.0,09/15/2020 12:00:00 AM,,1645.0
200209358.0,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,320.0
,,,600.0
200518082.0,12/21/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1900.0
201200725.0,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,645.0
200710436.0,,06/10/2020 12:00:00 AM,2000.0
200407159.0,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,2330.0
,07/04/2020 12:00:00 AM,,
200212219.0,,07/04/2020 12:00:00 AM,2150.0
201205484.0,,,235.0
200210688.0,05/27/2020 12:00:00 AM,05/27/2020 12:00:00 AM,
200508314.0,,,
,04/17/2020 12:00:00 AM,,
201107602.0,,03/16/2020 12:00:00 AM,1655.0
,,02/06/2020 12:00:00 AM,950.0
201308491.0,,03/19/2020 12:00:00 AM,820.0
,,01/20/2020 12:00:00 AM,450.0
200511571.0,07/08/2020 12:00:00 AM,,830.0
200306505.0,,02/09/2020 12:00:00 AM,1300.0
200111438.0,,05/06/2020 12:00:00 AM,200.0
,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1800.0
,02/08/2020 12:00:00 AM,02/08/2020 12:00:00 AM,
,04/14/2020 12:00:00 AM,04/14/2020 12:00:00 AM,1030.0
201107924.0,04/01/2020 12:00:00 AM,03/31/2020 12:00:00 AM,
200414586.0,11/04/2020 12:00:00 AM,,
201227226.0,12/21/2020 12:00:00 AM,12/21/2020 12:00:00 AM,
201307529.0,03/03/2020 12:00:00 AM,,1200.0
,01/08/2020 12:00:00 AM,,
200711313.0,07/07/2020 12:00:00 AM,07/07/2020 12:00:00 AM,1.0
200404941.0,,01/22/2020 12:00:00 AM,530.0
201214319.0,06/08/2020 12:00:00 AM,06/08/2020 12:00:00 AM,2040.0
200217049.0,11/04/2020 12:00:00 AM,,2300.0
200315999.0,,08/18/2020 12:00:00 AM,
200210981.0,06/05/2020 12:00:00 AM,,1848.0
201306751.0,02/19/2020 12:00:00 AM,02/18/2020 12:00:00 AM,
201105987.0,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,1240.0
200410664.0,,07/11/2020 12:00:00 AM,
,03/14/2020 12:00:00 AM,,
201205370.0,,,
201114490.0,10/09/2020 12:00:00 AM,,1630.0
,07/06/2020 12:00:00 AM,,2225.0
200717451.0,12/25/2020 12:00:00 AM,,1900.0
200808039.0,,04/05/2020 12:00:00 AM,
201221664.0,09/30/2020 12:00:00 AM,,430.0
200219135.0,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,100.0
201014493.0,10/28/2020 12:00:00 AM,10/28/2020 12:00:00 AM,
201000636.0,04/20/2020 12:00:00 AM,,1930.0
200809866.0,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,945.0
200619748.0,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,2040.0
200613631.0,,06/07/2020 12:00:00 AM,200.0
200911856.0,,07/02/2020 12:00:00 AM,735.0
200411374.0,08/02/2020 12:00:00 AM,08/02/2020 12:00:00 AM,220.0
201005637.0,02/06/2020 12:00:00 AM,01/12/2020 12:00:00 AM,
,,04/24/2020 12:00:00 AM,1651.0
200500696.0,,06/20/2020 12:00:00 AM,
,06/07/2020 12:00:00 AM,,2215.0
200914959.0,,09/21/2020 12:00:00 AM,50.0
200118459.0,,,1900.0
201205530.0,01/22/2020 12:00:00 AM,,2030.0
200513111.0,08/18/2020 12:00:00 AM,,
200207011.0,02/28/2020 12:00:00 AM,02/25/2020 12:00:00 AM,1224.0
201006561.0,02/27/2020 12:00:00 AM,,
,,,2250.0
200909404.0,05/07/2020 12:00:00 AM,05/06/2020 12:00:00 AM,1900.0
200509555.0,05/17/2020 12:00:00 AM,05/17/2020 12:00:00 AM,1510.0
200712238.0,07/28/2020 12:00:00 AM,,2300.0
200611829.0,06/25/2020 12:00:00 AM,,1450.0
,,,300.0
200907583.0,03/18/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1604.0
,04/22/2020 12:00:00 AM,,1825.0
,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,840.0
201221280.0,09/24/2020 12:00:00 AM,09/23/2020 12:00:00 AM,2000.0
200705754.0,02/06/2020 12:00:00 AM,02/06/2020 12:00:00 AM,955.0
200106664.0,02/07/2020 12:00:00 AM,02/07/2020 12:00:00 AM,
200615921.0,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1500.0
,02/11/2020 12:00:00 AM,,5.0
200608879.0,,04/06/2020 12:00:00 AM,130.0
,,07/31/2020 12:00:00 AM,1200.0
,03/25/2020 12:00:00 AM,,
,08/17/2020 12:00:00 AM,08/17/2020 12:00:00 AM,
201306602.0,02/16/2020 12:00:00 AM,,1500.0
201204054.0,,01/01/2020 12:00:00 AM,200.0
201211275.0,04/20/2020 12:00:00 AM,04/20/2020 12:00:00 AM,
200508238.0,04/13/2020 12:00:00 AM,04/13/2020 12:00:00 AM,1000.0
200810110.0,06/01/2020 12:00:00 AM,05/31/2020 12:00:00 AM,1530.0
201226550.0,,,2015.0
200609075.0,,,950.0
