DR_NO,Date Rptd,DATE OCC,TIME OCC
,07/11/2020 12:00:00 AM,,1350.0
,03/12/2020 12:00:00 AM,03/11/2020 12:00:00 AM,1000.0
200710419.0,06/13/2020 12:00:00 AM,06/13/2020 12:00:00 AM,930.0
,02/15/2020 12:00:00 AM,,
201111449.0,,07/14/2020 12:00:00 AM,1730.0
200111019.0,04/27/2020 12:00:00 AM,,
200114872.0,07/15/2020 12:00:00 AM,07/12/2020 12:00:00 AM,530.0
,,07/22/2020 12:00:00 AM,1100.0
201010061.0,,06/16/2020 12:00:00 AM,
201209086.0,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1530.0
,02/17/2020 12:00:00 AM,02/17/2020 12:00:00 AM,300.0
200700750.0,08/05/2020 12:00:00 AM,,1910.0
200618401.0,11/23/2020 12:00:00 AM,11/19/2020 12:00:00 AM,200.0
201106117.0,,02/10/2020 12:00:00 AM,1600.0
201221741.0,10/01/2020 12:00:00 AM,,
200308581.0,03/15/2020 12:00:00 AM,03/15/2020 12:00:00 AM,1400.0
200508528.0,,04/18/2020 12:00:00 AM,1430.0
201011193.0,07/21/2020 12:00:00 AM,07/20/2020 12:00:00 AM,2100.0
200710354.0,06/11/2020 12:00:00 AM,05/30/2020 12:00:00 AM,
200318528.0,10/06/2020 12:00:00 AM,10/06/2020 12:00:00 AM,1700.0
200907607.0,,03/18/2020 12:00:00 AM,2000.0
200518123.0,12/20/2020 12:00:00 AM,,1420.0
200910206.0,05/27/2020 12:00:00 AM,05/26/2020 12:00:00 AM,
200816692.0,,,2245.0
,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,
201209230.0,03/16/2020 12:00:00 AM,03/13/2020 12:00:00 AM,1900.0
,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,
,04/05/2020 12:00:00 AM,,2245.0
,02/04/2020 12:00:00 AM,02/04/2020 12:00:00 AM,1830.0
200208898.0,04/12/2020 12:00:00 AM,02/14/2020 12:00:00 AM,2300.0
201214246.0,06/07/2020 12:00:00 AM,06/07/2020 12:00:00 AM,
200814408.0,09/18/2020 12:00:00 AM,08/13/2020 12:00:00 AM,
201223517.0,10/29/2020 12:00:00 AM,10/29/2020 12:00:00 AM,230.0
,06/21/2020 12:00:00 AM,,1200.0
200112295.0,05/28/2020 12:00:00 AM,,1400.0
,,08/01/2020 12:00:00 AM,2325.0
,06/23/2020 12:00:00 AM,06/23/2020 12:00:00 AM,2230.0
200509120.0,,05/06/2020 12:00:00 AM,
201227079.0,12/24/2020 12:00:00 AM,,
,09/18/2020 12:00:00 AM,09/16/2020 12:00:00 AM,500.0
,01/28/2020 12:00:00 AM,,25.0
,,01/11/2020 12:00:00 AM,850.0
200905487.0,02/04/2020 12:00:00 AM,,
201222318.0,,,
200616169.0,10/02/2020 12:00:00 AM,,
200517126.0,11/26/2020 12:00:00 AM,11/26/2020 12:00:00 AM,900.0
201116933.0,,12/21/2020 12:00:00 AM,1800.0
200814927.0,10/05/2020 12:00:00 AM,,1715.0
200200946.0,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,
201016273.0,12/20/2020 12:00:00 AM,,
201219515.0,,08/28/2020 12:00:00 AM,
,,03/13/2020 12:00:00 AM,1700.0
200411775.0,08/15/2020 12:00:00 AM,,1820.0
200908606.0,04/18/2020 12:00:00 AM,04/13/2020 12:00:00 AM,
,11/21/2020 12:00:00 AM,11/16/2020 12:00:00 AM,
201015891.0,12/09/2020 12:00:00 AM,12/09/2020 12:00:00 AM,1200.0
200316551.0,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,300.0
200313180.0,,06/25/2020 12:00:00 AM,630.0
201204779.0,01/11/2020 12:00:00 AM,,1940.0
200406304.0,02/28/2020 12:00:00 AM,,1800.0
200315207.0,08/03/2020 12:00:00 AM,,1905.0
200617510.0,11/02/2020 12:00:00 AM,10/31/2020 12:00:00 AM,1500.0
201108271.0,04/13/2020 12:00:00 AM,04/09/2020 12:00:00 AM,
201116639.0,,12/14/2020 12:00:00 AM,
200716465.0,11/28/2020 12:00:00 AM,11/27/2020 12:00:00 AM,1930.0
,06/25/2020 12:00:00 AM,06/24/2020 12:00:00 AM,2300.0
200708063.0,,,
200610343.0,05/17/2020 12:00:00 AM,,
,04/22/2020 12:00:00 AM,,
,03/16/2020 12:00:00 AM,03/15/2020 12:00:00 AM,
201000547.0,,02/08/2020 12:00:00 AM,
,01/17/2020 12:00:00 AM,01/17/2020 12:00:00 AM,
,,,2300.0
201216353.0,07/11/2020 12:00:00 AM,,1700.0
,07/04/2020 12:00:00 AM,07/04/2020 12:00:00 AM,900.0
201306579.0,02/16/2020 12:00:00 AM,02/15/2020 12:00:00 AM,2150.0
200314110.0,07/13/2020 12:00:00 AM,07/05/2020 12:00:00 AM,100.0
200412066.0,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,1610.0
200814562.0,09/26/2020 12:00:00 AM,09/20/2020 12:00:00 AM,1.0
200618421.0,11/24/2020 12:00:00 AM,,250.0
200110792.0,04/21/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1530.0
200212369.0,07/09/2020 12:00:00 AM,,1615.0
,09/24/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1330.0
200217666.0,,11/19/2020 12:00:00 AM,2230.0
201211962.0,,05/01/2020 12:00:00 AM,
200211153.0,06/10/2020 12:00:00 AM,06/09/2020 12:00:00 AM,
,11/25/2020 12:00:00 AM,10/02/2020 12:00:00 AM,2200.0
,04/19/2020 12:00:00 AM,,1620.0
200306659.0,02/14/2020 12:00:00 AM,,
,11/30/2020 12:00:00 AM,11/29/2020 12:00:00 AM,1600.0
,03/10/2020 12:00:00 AM,,850.0
200607425.0,03/05/2020 12:00:00 AM,03/05/2020 12:00:00 AM,300.0
200812217.0,,04/09/2020 12:00:00 AM,
200811768.0,,,
200817952.0,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,1300.0
200713419.0,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,
,08/28/2020 12:00:00 AM,,2000.0
200121716.0,,11/29/2020 12:00:00 AM,2200.0
200711501.0,07/10/2020 12:00:00 AM,,1940.0
200917953.0,,12/01/2020 12:00:00 AM,2145.0
,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,
200812063.0,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,910.0
,12/06/2020 12:00:00 AM,,1900.0
,01/13/2020 12:00:00 AM,,
,06/04/2020 12:00:00 AM,06/04/2020 12:00:00 AM,2000.0
200706537.0,02/24/2020 12:00:00 AM,02/24/2020 12:00:00 AM,340.0
,12/18/2020 12:00:00 AM,12/18/2020 12:00:00 AM,
200311337.0,05/14/2020 12:00:00 AM,,1500.0
,11/30/2020 12:00:00 AM,,1440.0
200612588.0,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,900.0
201217241.0,07/26/2020 12:00:00 AM,,
200516991.0,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1800.0
200619886.0,,12/20/2020 12:00:00 AM,900.0
200305657.0,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,
,04/21/2020 12:00:00 AM,,2300.0
201205811.0,01/27/2020 12:00:00 AM,01/26/2020 12:00:00 AM,
,04/21/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1940.0
201113779.0,,09/07/2020 12:00:00 AM,1300.0
200816769.0,11/23/2020 12:00:00 AM,11/22/2020 12:00:00 AM,1700.0
200908835.0,04/24/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1500.0
200217277.0,11/11/2020 12:00:00 AM,11/10/2020 12:00:00 AM,2300.0
,02/06/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1900.0
200211764.0,06/24/2020 12:00:00 AM,06/21/2020 12:00:00 AM,1.0
200506594.0,03/02/2020 12:00:00 AM,03/01/2020 12:00:00 AM,1500.0
200908932.0,,04/25/2020 12:00:00 AM,600.0
200413190.0,09/27/2020 12:00:00 AM,,1700.0
201215331.0,06/25/2020 12:00:00 AM,,
200216476.0,10/21/2020 12:00:00 AM,,
,05/17/2020 12:00:00 AM,,
200814749.0,10/01/2020 12:00:00 AM,,1400.0
200216861.0,10/30/2020 12:00:00 AM,,625.0
200119130.0,10/09/2020 12:00:00 AM,10/09/2020 12:00:00 AM,415.0
200113201.0,,06/05/2020 12:00:00 AM,1400.0
,12/18/2020 12:00:00 AM,12/17/2020 12:00:00 AM,
200714999.0,,,
200513060.0,,05/15/2020 12:00:00 AM,2200.0
201225449.0,11/30/2020 12:00:00 AM,11/30/2020 12:00:00 AM,
,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1100.0
200809874.0,05/24/2020 12:00:00 AM,,1200.0
,05/31/2020 12:00:00 AM,,1800.0
,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,
200307497.0,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1715.0
,,,2130.0
,,11/03/2020 12:00:00 AM,700.0
,08/27/2020 12:00:00 AM,,
,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,
200907378.0,03/13/2020 12:00:00 AM,,1500.0
200405492.0,,02/07/2020 12:00:00 AM,1930.0
200705333.0,,,1600.0
200112002.0,05/21/2020 12:00:00 AM,,10.0
201013475.0,09/27/2020 12:00:00 AM,09/07/2020 12:00:00 AM,
201213369.0,05/23/2020 12:00:00 AM,05/23/2020 12:00:00 AM,832.0
,,02/23/2020 12:00:00 AM,
201214518.0,,,2330.0
200906372.0,,02/22/2020 12:00:00 AM,1455.0
201208834.0,03/09/2020 12:00:00 AM,03/09/2020 12:00:00 AM,2000.0
,01/22/2020 12:00:00 AM,01/21/2020 12:00:00 AM,2000.0
200320041.0,11/05/2020 12:00:00 AM,11/05/2020 12:00:00 AM,2335.0
201015865.0,,12/07/2020 12:00:00 AM,1800.0
200305462.0,01/25/2020 12:00:00 AM,01/25/2020 12:00:00 AM,2011.0
,10/17/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1330.0
200312313.0,,05/22/2020 12:00:00 AM,1700.0
,06/30/2020 12:00:00 AM,,2240.0
,,10/17/2020 12:00:00 AM,1800.0
200204472.0,,01/09/2020 12:00:00 AM,930.0
,01/31/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1430.0
200906076.0,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,855.0
200412055.0,08/23/2020 12:00:00 AM,,
200315063.0,08/01/2020 12:00:00 AM,,
200510600.0,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,515.0
,12/28/2020 12:00:00 AM,12/28/2020 12:00:00 AM,830.0
200908845.0,04/24/2020 12:00:00 AM,04/23/2020 12:00:00 AM,
200513954.0,,09/09/2020 12:00:00 AM,1645.0
200216361.0,10/20/2020 12:00:00 AM,10/17/2020 12:00:00 AM,1900.0
201109585.0,05/21/2020 12:00:00 AM,05/20/2020 12:00:00 AM,2200.0
200713399.0,09/01/2020 12:00:00 AM,09/01/2020 12:00:00 AM,
,,,500.0
,,08/27/2020 12:00:00 AM,530.0
200110834.0,04/23/2020 12:00:00 AM,04/20/2020 12:00:00 AM,800.0
200612219.0,07/05/2020 12:00:00 AM,,1500.0
200809096.0,,05/03/2020 12:00:00 AM,1700.0
,,06/07/2020 12:00:00 AM,
,04/21/2020 12:00:00 AM,,1400.0
,04/13/2020 12:00:00 AM,,1415.0
,,,1700.0
200315967.0,08/18/2020 12:00:00 AM,08/18/2020 12:00:00 AM,
201112058.0,,07/30/2020 12:00:00 AM,1230.0
201214256.0,06/07/2020 12:00:00 AM,,1930.0
,08/08/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1700.0
,,09/09/2020 12:00:00 AM,
,07/04/2020 12:00:00 AM,,
,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,
200908169.0,04/05/2020 12:00:00 AM,04/04/2020 12:00:00 AM,1745.0
200118146.0,,09/18/2020 12:00:00 AM,920.0
,11/02/2020 12:00:00 AM,11/02/2020 12:00:00 AM,1300.0
200207563.0,,,2140.0
200715889.0,11/11/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1500.0
,,06/08/2020 12:00:00 AM,1900.0
200715783.0,11/09/2020 12:00:00 AM,11/08/2020 12:00:00 AM,
200111997.0,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,30.0
200904372.0,01/08/2020 12:00:00 AM,01/06/2020 12:00:00 AM,1800.0
,,,443.0
200909105.0,04/29/2020 12:00:00 AM,04/29/2020 12:00:00 AM,500.0
200207387.0,,03/06/2020 12:00:00 AM,945.0
,09/29/2020 12:00:00 AM,09/29/2020 12:00:00 AM,830.0
200912535.0,,07/16/2020 12:00:00 AM,
201011748.0,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,
,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,
200206299.0,,02/15/2020 12:00:00 AM,2200.0
200613581.0,08/06/2020 12:00:00 AM,,
,,06/20/2020 12:00:00 AM,2030.0
,10/27/2020 12:00:00 AM,10/26/2020 12:00:00 AM,
,01/04/2020 12:00:00 AM,01/04/2020 12:00:00 AM,
201107866.0,,03/29/2020 12:00:00 AM,1850.0
201209122.0,03/14/2020 12:00:00 AM,03/13/2020 12:00:00 AM,2200.0
200910410.0,,,1600.0
200409074.0,05/20/2020 12:00:00 AM,,1700.0
200917093.0,11/11/2020 12:00:00 AM,,1430.0
200708727.0,,04/27/2020 12:00:00 AM,1715.0
,06/05/2020 12:00:00 AM,05/27/2020 12:00:00 AM,2000.0
,06/17/2020 12:00:00 AM,,50.0
201206379.0,02/03/2020 12:00:00 AM,01/31/2020 12:00:00 AM,1900.0
,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,500.0
,,10/01/2020 12:00:00 AM,1800.0
200606778.0,02/21/2020 12:00:00 AM,02/21/2020 12:00:00 AM,1521.0
201214634.0,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,250.0
201222285.0,10/10/2020 12:00:00 AM,10/09/2020 12:00:00 AM,1200.0
201012924.0,09/06/2020 12:00:00 AM,09/06/2020 12:00:00 AM,
200112418.0,05/31/2020 12:00:00 AM,05/29/2020 12:00:00 AM,2222.0
200514125.0,09/14/2020 12:00:00 AM,09/11/2020 12:00:00 AM,1900.0
,01/29/2020 12:00:00 AM,01/28/2020 12:00:00 AM,
,04/06/2020 12:00:00 AM,04/06/2020 12:00:00 AM,1200.0
200320171.0,11/10/2020 12:00:00 AM,10/24/2020 12:00:00 AM,1700.0
200111706.0,05/14/2020 12:00:00 AM,03/25/2020 12:00:00 AM,
,11/23/2020 12:00:00 AM,,1200.0
201105773.0,02/10/2020 12:00:00 AM,02/09/2020 12:00:00 AM,
200105200.0,,01/17/2020 12:00:00 AM,
,05/26/2020 12:00:00 AM,05/25/2020 12:00:00 AM,2000.0
200216084.0,10/12/2020 12:00:00 AM,10/12/2020 12:00:00 AM,2230.0
,02/12/2020 12:00:00 AM,02/12/2020 12:00:00 AM,
200108574.0,03/06/2020 12:00:00 AM,03/06/2020 12:00:00 AM,900.0
201211732.0,04/21/2020 12:00:00 AM,,1400.0
,,,
200911204.0,06/18/2020 12:00:00 AM,06/17/2020 12:00:00 AM,2000.0
,04/12/2020 12:00:00 AM,04/12/2020 12:00:00 AM,1340.0
200612793.0,07/19/2020 12:00:00 AM,07/12/2020 12:00:00 AM,
201014757.0,11/05/2020 12:00:00 AM,11/04/2020 12:00:00 AM,800.0
,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,1430.0
,07/25/2020 12:00:00 AM,07/25/2020 12:00:00 AM,
201113525.0,09/12/2020 12:00:00 AM,,
201214021.0,06/02/2020 12:00:00 AM,06/02/2020 12:00:00 AM,1220.0
,12/07/2020 12:00:00 AM,12/05/2020 12:00:00 AM,1745.0
200320466.0,,,914.0
200218003.0,,,55.0
200112251.0,,05/25/2020 12:00:00 AM,1525.0
200111429.0,,05/04/2020 12:00:00 AM,1300.0
201308023.0,,03/08/2020 12:00:00 AM,2000.0
200406704.0,,,930.0
201000821.0,08/18/2020 12:00:00 AM,,2250.0
,07/05/2020 12:00:00 AM,,
200407868.0,,04/15/2020 12:00:00 AM,
,12/02/2020 12:00:00 AM,,1900.0
201211384.0,04/22/2020 12:00:00 AM,04/22/2020 12:00:00 AM,1535.0
200414918.0,11/15/2020 12:00:00 AM,11/13/2020 12:00:00 AM,1330.0
201012981.0,09/11/2020 12:00:00 AM,09/11/2020 12:00:00 AM,
,01/27/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1400.0
200907921.0,03/28/2020 12:00:00 AM,,
,12/19/2020 12:00:00 AM,,
200218333.0,12/07/2020 12:00:00 AM,,1700.0
200517445.0,11/02/2020 12:00:00 AM,,
,07/29/2020 12:00:00 AM,,1030.0
201117063.0,12/29/2020 12:00:00 AM,,1700.0
,01/22/2020 12:00:00 AM,01/22/2020 12:00:00 AM,630.0
200804446.0,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,
200307531.0,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,359.0
200108903.0,,,2000.0
200905364.0,01/30/2020 12:00:00 AM,01/28/2020 12:00:00 AM,
200212656.0,,,852.0
201110632.0,,03/02/2020 12:00:00 AM,1.0
200616266.0,10/04/2020 12:00:00 AM,10/03/2020 12:00:00 AM,
,,08/16/2020 12:00:00 AM,
201222889.0,10/19/2020 12:00:00 AM,10/19/2020 12:00:00 AM,1915.0
201218349.0,,,800.0
,,03/05/2020 12:00:00 AM,
200905375.0,02/01/2020 12:00:00 AM,01/31/2020 12:00:00 AM,2210.0
200307870.0,03/04/2020 12:00:00 AM,02/16/2020 12:00:00 AM,800.0
200508747.0,04/27/2020 12:00:00 AM,04/26/2020 12:00:00 AM,
,,08/24/2020 12:00:00 AM,
201008888.0,05/10/2020 12:00:00 AM,05/10/2020 12:00:00 AM,1615.0
200321125.0,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,
201012508.0,08/28/2020 12:00:00 AM,08/28/2020 12:00:00 AM,500.0
200900635.0,,03/09/2020 12:00:00 AM,1330.0
201106414.0,02/23/2020 12:00:00 AM,,
200911911.0,07/03/2020 12:00:00 AM,07/03/2020 12:00:00 AM,
201016196.0,,12/17/2020 12:00:00 AM,700.0
200313339.0,06/27/2020 12:00:00 AM,,
,04/07/2020 12:00:00 AM,04/07/2020 12:00:00 AM,740.0
201113100.0,,,1740.0
200116219.0,08/11/2020 12:00:00 AM,,1417.0
201214088.0,06/04/2020 12:00:00 AM,06/03/2020 12:00:00 AM,2300.0
200113793.0,06/22/2020 12:00:00 AM,06/21/2020 12:00:00 AM,
200119889.0,10/23/2020 12:00:00 AM,,1800.0
200405848.0,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,1330.0
200612949.0,,07/22/2020 12:00:00 AM,500.0
,10/01/2020 12:00:00 AM,,930.0
200212053.0,07/02/2020 12:00:00 AM,,307.0
200716844.0,,,
200818015.0,12/29/2020 12:00:00 AM,12/29/2020 12:00:00 AM,
,,,
201107718.0,,,700.0
201216375.0,07/11/2020 12:00:00 AM,07/11/2020 12:00:00 AM,1830.0
201223546.0,10/29/2020 12:00:00 AM,10/28/2020 12:00:00 AM,
200308524.0,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,
201305190.0,,01/22/2020 12:00:00 AM,900.0
200511278.0,07/01/2020 12:00:00 AM,,
201213973.0,,,2200.0
200707672.0,03/21/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2055.0
200715535.0,,11/01/2020 12:00:00 AM,
,,05/05/2020 12:00:00 AM,
,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,730.0
200713810.0,09/13/2020 12:00:00 AM,09/09/2020 12:00:00 AM,1922.0
,03/03/2020 12:00:00 AM,03/03/2020 12:00:00 AM,
201107044.0,03/08/2020 12:00:00 AM,,
200517299.0,,12/01/2020 12:00:00 AM,
,08/09/2020 12:00:00 AM,,1900.0
200812307.0,,,2130.0
200115935.0,08/06/2020 12:00:00 AM,08/06/2020 12:00:00 AM,1600.0
200100760.0,05/02/2020 12:00:00 AM,05/02/2020 12:00:00 AM,910.0
,09/14/2020 12:00:00 AM,09/14/2020 12:00:00 AM,
,10/01/2020 12:00:00 AM,10/01/2020 12:00:00 AM,900.0
200914883.0,09/19/2020 12:00:00 AM,,2110.0
201221350.0,09/25/2020 12:00:00 AM,09/25/2020 12:00:00 AM,30.0
200717221.0,12/18/2020 12:00:00 AM,,2210.0
,02/26/2020 12:00:00 AM,,1500.0
200316325.0,08/26/2020 12:00:00 AM,08/25/2020 12:00:00 AM,
,05/09/2020 12:00:00 AM,05/09/2020 12:00:00 AM,2015.0
200516940.0,,11/20/2020 12:00:00 AM,2100.0
200506139.0,,,1.0
201007556.0,,03/20/2020 12:00:00 AM,
200411542.0,08/07/2020 12:00:00 AM,08/07/2020 12:00:00 AM,430.0
,04/09/2020 12:00:00 AM,04/09/2020 12:00:00 AM,1700.0
200909544.0,,,300.0
201225715.0,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,
200317977.0,09/28/2020 12:00:00 AM,09/25/2020 12:00:00 AM,
,01/23/2020 12:00:00 AM,01/23/2020 12:00:00 AM,210.0
,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,
200604143.0,01/05/2020 12:00:00 AM,01/04/2020 12:00:00 AM,2100.0
200512821.0,08/10/2020 12:00:00 AM,08/09/2020 12:00:00 AM,1400.0
200812917.0,08/12/2020 12:00:00 AM,08/11/2020 12:00:00 AM,1600.0
200917352.0,11/17/2020 12:00:00 AM,11/16/2020 12:00:00 AM,1700.0
200913001.0,08/01/2020 12:00:00 AM,,
,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,105.0
200504814.0,01/19/2020 12:00:00 AM,01/19/2020 12:00:00 AM,
,02/16/2020 12:00:00 AM,,1600.0
200407140.0,03/20/2020 12:00:00 AM,03/20/2020 12:00:00 AM,32.0
200615449.0,09/15/2020 12:00:00 AM,09/15/2020 12:00:00 AM,
200512872.0,,08/11/2020 12:00:00 AM,
200209007.0,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2015.0
200706585.0,02/23/2020 12:00:00 AM,,
201226451.0,12/15/2020 12:00:00 AM,12/15/2020 12:00:00 AM,
201111909.0,07/28/2020 12:00:00 AM,,1500.0
200618587.0,,11/26/2020 12:00:00 AM,1700.0
,11/07/2020 12:00:00 AM,11/07/2020 12:00:00 AM,2200.0
200709084.0,,05/09/2020 12:00:00 AM,1200.0
,,,2200.0
201007362.0,,03/17/2020 12:00:00 AM,
200414127.0,10/22/2020 12:00:00 AM,10/22/2020 12:00:00 AM,
200206194.0,,02/12/2020 12:00:00 AM,1630.0
200212277.0,,07/01/2020 12:00:00 AM,
200407234.0,03/24/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1200.0
200914343.0,09/04/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1030.0
201220996.0,09/20/2020 12:00:00 AM,09/19/2020 12:00:00 AM,1630.0
200900710.0,,05/24/2020 12:00:00 AM,430.0
200210268.0,05/17/2020 12:00:00 AM,,
201006468.0,,02/23/2020 12:00:00 AM,
200612853.0,,07/20/2020 12:00:00 AM,900.0
200317093.0,,09/09/2020 12:00:00 AM,2330.0
200416136.0,,,1010.0
201109915.0,05/29/2020 12:00:00 AM,,2115.0
201308944.0,,03/27/2020 12:00:00 AM,1000.0
200314589.0,07/23/2020 12:00:00 AM,07/22/2020 12:00:00 AM,
,05/20/2020 12:00:00 AM,,630.0
200917728.0,,11/26/2020 12:00:00 AM,1035.0
200111798.0,05/17/2020 12:00:00 AM,05/16/2020 12:00:00 AM,
,02/25/2020 12:00:00 AM,02/25/2020 12:00:00 AM,2100.0
201012992.0,,09/08/2020 12:00:00 AM,
,12/09/2020 12:00:00 AM,12/04/2020 12:00:00 AM,
200400646.0,02/28/2020 12:00:00 AM,02/28/2020 12:00:00 AM,1350.0
,12/20/2020 12:00:00 AM,,2320.0
,01/16/2020 12:00:00 AM,01/15/2020 12:00:00 AM,2230.0
200715389.0,,,
201100619.0,04/13/2020 12:00:00 AM,04/11/2020 12:00:00 AM,1635.0
200717219.0,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,2225.0
,10/13/2020 12:00:00 AM,,2100.0
200812722.0,,08/07/2020 12:00:00 AM,
201215247.0,,06/23/2020 12:00:00 AM,
201210326.0,,04/04/2020 12:00:00 AM,1240.0
,08/21/2020 12:00:00 AM,08/20/2020 12:00:00 AM,
200106227.0,,02/01/2020 12:00:00 AM,2220.0
200415331.0,11/27/2020 12:00:00 AM,,1315.0
,09/12/2020 12:00:00 AM,09/10/2020 12:00:00 AM,2230.0
,,12/10/2020 12:00:00 AM,2100.0
201205016.0,01/14/2020 12:00:00 AM,01/13/2020 12:00:00 AM,900.0
201225683.0,12/03/2020 12:00:00 AM,12/03/2020 12:00:00 AM,300.0
,07/30/2020 12:00:00 AM,07/30/2020 12:00:00 AM,800.0
,,08/14/2020 12:00:00 AM,
201215363.0,,,1510.0
,,07/30/2020 12:00:00 AM,122.0
200511811.0,07/14/2020 12:00:00 AM,,1.0
200905891.0,,02/10/2020 12:00:00 AM,1800.0
200707236.0,,02/23/2020 12:00:00 AM,2130.0
200312360.0,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,1450.0
200710445.0,06/14/2020 12:00:00 AM,06/14/2020 12:00:00 AM,1315.0
200608750.0,04/02/2020 12:00:00 AM,03/17/2020 12:00:00 AM,1628.0
,04/09/2020 12:00:00 AM,04/08/2020 12:00:00 AM,2130.0
200613160.0,07/27/2020 12:00:00 AM,07/25/2020 12:00:00 AM,
201004884.0,,01/22/2020 12:00:00 AM,230.0
,06/08/2020 12:00:00 AM,06/05/2020 12:00:00 AM,1400.0
200514919.0,10/05/2020 12:00:00 AM,,2041.0
,06/06/2020 12:00:00 AM,06/06/2020 12:00:00 AM,410.0
200614753.0,08/31/2020 12:00:00 AM,08/31/2020 12:00:00 AM,
201209696.0,,,1530.0
201109221.0,,04/24/2020 12:00:00 AM,1500.0
200411824.0,,04/15/2020 12:00:00 AM,1200.0
,02/01/2020 12:00:00 AM,,1840.0
200715703.0,11/06/2020 12:00:00 AM,11/06/2020 12:00:00 AM,
,02/04/2020 12:00:00 AM,02/01/2020 12:00:00 AM,500.0
,09/23/2020 12:00:00 AM,,
,,04/09/2020 12:00:00 AM,2100.0
200917017.0,11/09/2020 12:00:00 AM,,1800.0
200711359.0,,,
201210077.0,03/31/2020 12:00:00 AM,03/31/2020 12:00:00 AM,2030.0
201013814.0,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,840.0
201112651.0,,08/15/2020 12:00:00 AM,
200104831.0,,01/12/2020 12:00:00 AM,430.0
200510076.0,05/29/2020 12:00:00 AM,05/28/2020 12:00:00 AM,2000.0
200910338.0,05/31/2020 12:00:00 AM,,2000.0
,,,1430.0
200112165.0,05/26/2020 12:00:00 AM,,2250.0
200107629.0,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,
,,02/09/2020 12:00:00 AM,2000.0
200305246.0,01/23/2020 12:00:00 AM,,2200.0
,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,30.0
200913307.0,08/09/2020 12:00:00 AM,,600.0
201110646.0,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1725.0
200517768.0,12/13/2020 12:00:00 AM,12/13/2020 12:00:00 AM,300.0
200511913.0,,,340.0
,,04/11/2020 12:00:00 AM,
,07/19/2020 12:00:00 AM,07/18/2020 12:00:00 AM,2200.0
200704354.0,,01/08/2020 12:00:00 AM,
201226513.0,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,
